satisfaction,evaluation,projects,hours,tenure,accident,left,promotion,department,salary
7.6,9.7,6,189,1,no,yes,no,product_rand,low
5.5,7.5,5,241,1,no,no,no,technical,low
6.4,9.1,4,180,2,yes,no,no,mktg_sales,low
7,7,3,149,2,no,no,no,management,low
8.4,6.8,2,141,1,no,no,no,product_rand,low
7.2,5.3,2,153,2,no,no,no,acct_it,low
7.6,7.6,1,162,2,no,no,no,acct_it,low
7,6.9,3,234,2,no,no,yes,acct_it,medium
3.8,7.5,2,118,3,no,no,no,product_rand,high
6.7,5,6,249,1,no,no,no,management,low
7.9,4.8,4,257,6,no,no,no,technical,medium
5,4.2,2,200,1,no,no,no,management,medium
6.5,4.6,6,218,3,no,yes,no,product_rand,low
5.1,5.3,3,143,2,yes,yes,no,acct_it,low
6.4,8.2,3,129,1,no,no,no,technical,low
8.8,5.7,4,232,3,no,no,no,acct_it,medium
7.7,7.4,5,158,2,yes,no,no,product_rand,high
7.5,7.3,5,212,1,no,no,no,acct_it,medium
5.7,6.2,2,156,1,no,no,no,management,medium
1.9,9.6,6,262,3,no,yes,no,support_hr,medium
1.9,8.9,5,259,4,no,yes,no,technical,medium
2.4,5.9,6,212,3,yes,no,no,management,medium
6.5,7.1,3,151,3,yes,no,no,management,medium
6,8.1,3,260,1,no,no,no,product_rand,low
6,7.1,3,221,2,no,no,no,product_rand,medium
3.2,7.4,5,106,4,no,no,no,acct_it,low
5.8,9.4,3,130,5,no,no,no,management,medium
6.6,7.5,4,163,3,no,no,no,product_rand,medium
10,7.4,1,184,2,no,no,no,management,medium
4.7,6.3,5,260,2,no,no,no,mktg_sales,medium
9,8.2,3,246,4,no,yes,no,product_rand,medium
9,5.7,3,247,1,no,no,no,management,medium
4.3,5.1,1,123,2,no,yes,no,product_rand,medium
7.7,5.5,5,165,3,no,no,no,support_hr,low
4.4,5,3,137,2,no,yes,no,product_rand,medium
5.5,5.9,3,195,1,no,no,no,product_rand,low
8.6,4.5,2,261,1,no,no,no,mktg_sales,low
2.3,6.3,5,215,4,no,no,no,product_rand,low
8.1,6.1,3,175,1,no,no,no,mktg_sales,low
5.9,4.3,3,193,1,no,no,no,management,low
4.3,5.3,3,143,2,no,yes,no,support_hr,medium
8.8,7.1,6,245,1,no,no,no,technical,low
8.4,5.9,4,165,2,no,no,no,mktg_sales,low
8.8,9.2,2,144,1,no,no,no,management,medium
7.2,9.4,4,260,1,no,no,no,technical,medium
3.9,6.6,4,147,1,no,no,no,management,low
7.7,3.8,3,126,2,no,no,no,product_rand,medium
6.7,5,5,166,2,yes,no,no,acct_it,medium
7.1,5.5,4,166,2,yes,no,no,product_rand,low
9.3,6.2,3,267,1,no,no,no,management,low
4.1,8.1,3,261,4,no,no,no,technical,low
8.6,8.6,3,194,2,no,no,no,technical,medium
4.9,4.5,2,144,2,no,yes,no,product_rand,low
9.7,7.4,5,211,1,no,no,no,product_rand,low
6.1,5.4,5,165,2,no,no,no,acct_it,medium
9.9,6.7,2,198,1,no,no,yes,acct_it,low
4.9,6.2,2,179,2,no,no,no,mktg_sales,low
2,8.2,7,269,3,no,yes,no,mktg_sales,low
7.8,8.2,3,167,2,yes,no,no,product_rand,medium
6.8,5.6,3,243,1,no,no,no,technical,medium
6.7,5.7,6,155,1,no,no,no,acct_it,low
8.5,9.4,4,248,2,no,no,no,acct_it,low
9.8,5.6,3,104,4,no,no,no,acct_it,medium
6,4.9,1,175,4,yes,no,no,acct_it,low
7.8,6.1,2,145,1,no,no,no,product_rand,medium
9.4,4.4,4,185,4,no,no,no,acct_it,medium
9.5,8,5,107,3,no,no,yes,mktg_sales,medium
5.7,9.2,3,116,1,no,no,no,acct_it,medium
8.4,9.1,5,230,4,no,yes,no,acct_it,low
6.9,6.6,4,276,3,yes,no,no,technical,low
9.3,6,4,159,2,no,no,no,technical,low
5.4,5.2,2,160,1,no,no,no,product_rand,low
6,9.7,2,265,2,yes,no,no,acct_it,medium
5.6,5,6,251,2,yes,no,no,product_rand,low
7.8,8.2,4,167,2,no,no,no,management,low
6.4,6.7,4,247,1,no,no,no,product_rand,medium
7.2,8.5,2,150,9,no,no,no,management,medium
1.9,8.8,7,286,3,no,yes,no,management,low
3,8.6,4,292,2,no,yes,no,product_rand,low
9.2,9.6,3,236,4,no,yes,no,product_rand,low
8.6,9.1,5,212,2,no,no,no,mktg_sales,low
3.3,8.5,5,151,3,no,no,no,management,medium
2,8.9,5,261,3,no,yes,no,management,low
9.1,4.8,4,209,2,no,no,no,management,low
2.3,5.6,5,260,3,yes,no,no,technical,low
7.1,5.4,5,155,2,no,no,no,mktg_sales,medium
4.5,5.3,1,130,2,no,yes,no,product_rand,medium
7.3,6.8,3,151,2,no,no,no,management,low
9,8.8,5,227,4,yes,yes,no,management,low
7.3,5.4,2,197,2,yes,no,yes,management,low
6.8,6.8,3,272,2,no,no,no,acct_it,low
6.8,9.4,3,210,2,no,no,no,mktg_sales,low
3.5,9,5,278,5,no,no,no,product_rand,low
4.2,5.8,4,228,5,yes,no,no,acct_it,medium
9,4.6,3,252,4,yes,no,no,management,medium
9,6.6,4,248,2,no,no,no,acct_it,medium
5.7,5.1,2,213,1,yes,no,no,acct_it,medium
4.5,6.7,7,280,5,no,no,no,product_rand,medium
7.9,8.9,2,217,4,yes,no,no,support_hr,medium
8.4,4.9,4,272,3,no,no,no,management,low
2.5,7.6,4,201,4,no,no,no,support_hr,medium
8.3,8.3,5,254,2,yes,no,no,acct_it,low
8.4,8,5,248,2,no,no,no,product_rand,low
8,6.1,6,264,1,no,no,no,technical,medium
6.3,5.2,6,185,3,no,no,no,product_rand,medium
8,9.8,6,235,5,no,yes,no,product_rand,low
8.9,7.5,3,197,1,no,no,no,product_rand,medium
2.5,3.6,5,186,1,no,no,no,mktg_sales,medium
9.2,6.6,6,211,2,no,no,no,management,low
8.9,9.9,5,257,1,no,no,no,acct_it,medium
6.1,7.2,5,225,2,no,no,no,technical,medium
6,4.5,2,175,1,yes,no,no,product_rand,low
2.8,7.4,5,152,3,no,no,no,product_rand,low
9.6,9.7,4,206,1,no,no,no,product_rand,low
7,4.9,5,237,7,no,no,no,product_rand,medium
6.4,5.4,2,263,2,yes,no,no,product_rand,medium
9.8,7.4,2,190,2,no,no,no,product_rand,medium
6.9,6,3,223,3,no,no,no,mktg_sales,medium
9.5,5.1,4,246,2,no,no,no,product_rand,medium
1.8,9.6,6,262,3,no,yes,no,management,low
1.8,8,5,284,3,no,yes,no,acct_it,low
1.8,9.2,7,249,3,no,yes,no,acct_it,medium
5.7,6.2,3,279,1,no,no,no,technical,high
7.1,5.5,4,215,3,no,no,no,product_rand,high
8.2,8.7,6,240,5,no,yes,no,acct_it,low
4.7,4.7,3,131,2,no,yes,no,product_rand,medium
8.5,8.5,3,268,2,no,no,no,management,medium
5.1,4.5,2,140,2,no,yes,no,product_rand,medium
5.3,8.1,4,116,2,no,no,no,acct_it,medium
6.9,7.4,4,182,2,no,no,no,technical,low
9.3,8.2,5,251,2,no,no,no,management,medium
3.9,8.7,2,192,1,yes,no,no,acct_it,medium
4.6,4.8,2,151,2,no,yes,no,management,low
6.9,9.5,4,135,2,no,no,no,product_rand,low
9.5,5.8,2,137,2,no,no,no,technical,low
8.9,6.6,3,134,1,no,no,no,mktg_sales,medium
1.9,9.6,8,252,3,no,yes,no,product_rand,medium
9,10,4,259,4,no,yes,no,mktg_sales,low
7.6,8.6,3,248,5,no,yes,no,product_rand,low
5.5,6.5,4,214,1,no,no,no,acct_it,low
2,8.7,7,252,3,no,yes,no,management,low
8.2,9.4,5,139,2,yes,no,no,mktg_sales,medium
8,8.3,4,213,5,no,yes,no,management,medium
4,6.5,4,175,9,no,no,yes,product_rand,high
7.1,6.2,2,253,4,no,no,no,mktg_sales,low
6,8.8,4,272,2,no,no,no,management,low
9.6,6.2,5,250,6,no,no,no,product_rand,medium
9,9.1,6,157,3,no,no,no,product_rand,medium
6.8,6.4,4,262,2,no,no,no,product_rand,high
5.8,7.5,2,126,3,no,no,no,mktg_sales,medium
5.8,9.8,2,222,3,no,no,no,technical,low
7.2,6.5,4,156,1,no,no,no,product_rand,medium
6.6,9.2,4,168,1,no,no,no,product_rand,medium
5.4,6.3,3,181,2,yes,no,no,mktg_sales,medium
7,5.5,4,259,5,no,no,no,management,low
6.9,3.7,2,171,5,no,no,no,technical,low
3.9,3.7,4,169,2,no,no,no,technical,medium
6.9,8.5,2,180,7,yes,no,no,product_rand,medium
8.4,4.9,5,176,1,no,no,no,mktg_sales,low
7.7,9,3,193,1,no,no,no,technical,medium
9.5,8.6,3,216,2,yes,no,no,product_rand,medium
6,6.4,3,263,2,no,no,no,management,low
4.3,4.7,1,152,2,no,yes,no,technical,medium
6.9,9.2,4,239,1,no,no,no,mktg_sales,medium
4.4,6.4,4,108,2,no,no,no,acct_it,medium
5,5.1,3,128,2,no,yes,no,acct_it,medium
5.5,9.1,4,143,7,no,no,no,support_hr,medium
5.8,9.9,4,219,9,no,no,no,product_rand,low
3,5.3,6,157,3,yes,no,no,product_rand,medium
3.7,9.7,4,171,3,yes,no,no,support_hr,medium
6.6,6.3,6,148,5,no,no,no,acct_it,medium
4.4,4.9,2,140,2,no,yes,no,technical,low
8.7,8.7,4,150,6,no,no,no,product_rand,low
2,9.3,5,258,3,yes,yes,no,acct_it,low
5,5.4,4,120,2,no,no,no,technical,medium
9.8,9.2,5,197,2,yes,no,no,management,low
9.8,8.7,6,152,5,no,no,no,technical,medium
2,9,6,244,3,no,yes,no,mktg_sales,medium
1.9,8.5,7,288,3,no,yes,no,product_rand,medium
2.4,8.8,4,199,5,no,no,no,product_rand,medium
5.6,6.2,5,189,2,no,no,no,support_hr,low
6.8,6.6,3,214,2,no,no,no,acct_it,low
9.2,5.7,3,158,2,no,no,no,acct_it,low
7.7,8.5,6,136,1,no,no,no,management,low
9.9,8.6,4,197,2,no,no,no,product_rand,medium
7.9,8.3,4,219,3,no,no,no,technical,medium
6.5,10,5,143,1,no,no,no,product_rand,medium
4.5,5.7,1,161,2,no,yes,no,product_rand,low
6.5,7.4,6,180,1,yes,no,no,acct_it,medium
6.7,8.3,3,141,3,no,no,no,management,medium
7.1,4.9,3,179,2,yes,no,no,mktg_sales,low
9.1,7.6,2,152,1,no,no,no,acct_it,medium
6.5,9.3,2,251,3,no,no,no,support_hr,medium
8.4,7.7,3,148,1,yes,no,no,product_rand,low
2.8,5.1,2,160,1,no,no,no,mktg_sales,low
7.7,9.2,6,258,2,no,no,no,management,low
1.8,9.6,5,241,3,no,yes,no,technical,low
7.3,6.9,5,162,2,no,no,no,technical,low
8.7,9.1,3,249,2,no,no,no,mktg_sales,medium
8.2,10,4,262,4,no,yes,no,management,low
7.7,6.4,4,268,4,no,no,no,product_rand,low
9.1,6.4,4,206,1,yes,no,no,product_rand,medium
8.6,7.8,4,162,2,no,no,no,technical,low
7.7,7.1,4,129,1,no,no,no,acct_it,medium
6.8,9,7,138,4,no,no,no,management,high
9.9,9,4,175,2,no,no,no,mktg_sales,low
2.7,9.5,5,191,2,no,no,no,mktg_sales,medium
5.1,4.8,4,144,1,no,no,no,management,medium
6.3,8,5,248,2,no,no,no,technical,medium
8.7,6.8,5,169,1,no,no,no,technical,low
5.4,8,4,224,3,yes,no,no,acct_it,low
5.1,4.6,2,150,2,no,yes,no,support_hr,low
1.8,8.3,7,291,3,no,yes,no,management,low
6.9,5.9,3,183,2,no,no,no,acct_it,low
7.5,7.2,3,171,3,no,no,no,acct_it,low
7.2,6.9,4,168,2,yes,no,no,management,low
4.2,5.5,6,228,5,no,no,no,support_hr,medium
9.4,6.5,4,263,2,no,no,no,management,medium
8.3,9.3,4,275,4,no,yes,no,acct_it,medium
8.1,9.2,4,249,5,no,yes,no,product_rand,low
5,5.6,1,133,2,no,yes,no,acct_it,medium
6.3,5.9,4,266,1,no,no,no,acct_it,low
9.9,5.7,3,190,3,yes,no,no,product_rand,medium
1.9,8.1,6,268,3,no,yes,no,acct_it,low
6.7,9.8,3,175,1,no,no,no,product_rand,medium
5.6,5.3,4,203,1,no,no,no,product_rand,low
6.9,4.9,4,240,3,no,no,no,product_rand,high
6.6,7.4,5,174,1,no,no,no,product_rand,medium
8.6,9.6,4,243,4,no,yes,no,product_rand,low
6.7,7.4,4,159,1,no,no,no,product_rand,medium
7.2,7,4,164,1,no,no,no,product_rand,low
8.2,7.1,3,156,3,no,no,no,technical,low
8.7,8.9,3,146,2,no,no,no,technical,high
5.9,4.8,2,149,1,no,no,no,product_rand,low
4.2,5.2,3,149,2,no,yes,no,product_rand,medium
5.8,6.4,3,108,2,no,no,no,management,medium
6,6,4,140,3,no,no,no,technical,low
9.3,9.4,5,309,4,no,yes,no,technical,low
7.7,7.3,2,265,2,no,no,no,mktg_sales,low
9.1,8.7,4,229,4,no,no,no,support_hr,low
4.9,4.6,1,124,2,no,yes,no,product_rand,medium
2.3,4.9,4,113,3,no,no,no,management,medium
7.3,5.5,5,158,2,no,no,no,product_rand,low
7,5.4,1,134,1,no,no,no,mktg_sales,medium
8.1,9.8,5,168,2,no,no,no,management,low
6.4,5.9,4,146,3,no,no,no,technical,low
6.7,5.6,3,279,4,yes,no,no,product_rand,low
6.1,5.2,3,254,1,no,no,no,product_rand,low
7.7,7,3,257,1,no,no,yes,management,low
6.8,9.9,4,180,3,no,no,no,mktg_sales,medium
5.7,6.3,2,236,2,no,no,yes,product_rand,medium
8.3,10,5,235,4,no,yes,no,technical,low
6.3,5.6,5,255,1,no,no,no,technical,medium
7.9,8.7,4,210,2,no,no,no,acct_it,medium
6.9,5.8,4,249,2,no,no,no,product_rand,medium
8.2,7.7,5,197,2,no,no,no,technical,medium
7.3,9.5,2,158,1,no,no,no,mktg_sales,medium
7.7,8.7,6,238,4,no,yes,no,management,medium
5.4,4.6,2,133,1,no,no,yes,mktg_sales,high
4.8,8,4,284,5,no,no,no,product_rand,medium
2,8.2,8,290,3,no,yes,no,technical,medium
8.8,7.4,5,190,3,no,no,no,acct_it,medium
5.3,6.5,4,195,1,no,no,no,acct_it,low
6.9,9,3,174,1,yes,no,no,mktg_sales,medium
9,8.9,3,270,1,no,no,no,product_rand,medium
6,5.5,3,194,2,no,no,no,management,high
1.9,8.4,5,256,3,no,yes,no,technical,medium
6,7.6,5,205,1,yes,no,no,management,low
4.3,4.5,3,145,2,no,yes,no,product_rand,low
5.1,7.5,5,278,5,no,no,no,management,low
6.9,4,3,159,4,yes,no,no,management,medium
8.7,7.7,4,239,2,yes,no,no,acct_it,low
8.3,6.1,6,227,1,no,no,no,mktg_sales,medium
4.7,4.8,2,144,2,no,yes,no,acct_it,low
7.3,8.7,4,182,1,no,no,no,technical,medium
8.4,8.4,5,244,4,no,yes,no,product_rand,low
9.1,10,6,236,4,no,yes,no,acct_it,medium
1.8,9.5,5,289,3,no,yes,no,product_rand,medium
6.9,8.9,3,201,7,yes,no,no,management,low
8.6,10,5,263,4,no,yes,no,product_rand,low
8.4,6.5,3,212,1,no,no,no,technical,medium
8.5,8.1,5,208,3,no,no,no,technical,medium
6.6,4.8,4,273,2,no,no,no,product_rand,low
7.3,8.9,6,218,1,no,no,no,product_rand,low
8,5.4,6,253,2,no,no,no,product_rand,high
8.6,8,3,231,2,no,no,no,product_rand,low
6.5,9,1,142,2,no,no,no,product_rand,high
7.6,8.6,3,240,5,no,yes,no,product_rand,low
6.6,8.2,2,207,9,no,no,no,technical,medium
7.5,6.4,4,226,1,no,no,no,technical,medium
10,8.5,2,147,2,no,no,no,acct_it,low
8.1,8.4,3,147,1,yes,no,no,product_rand,medium
7.5,3.9,6,107,4,no,no,no,management,low
1.9,9.4,6,297,4,no,yes,no,product_rand,low
4.2,5.4,2,148,2,no,yes,no,technical,medium
5.6,9.6,6,265,3,no,no,no,product_rand,low
9.9,7.9,4,216,2,no,no,no,management,low
9.6,7.4,6,249,1,yes,no,no,technical,low
8.6,6.8,5,181,2,no,no,no,acct_it,high
1.9,9.2,7,274,3,no,yes,no,product_rand,medium
4.4,5.5,2,155,2,no,yes,no,product_rand,low
10,5.8,4,228,1,yes,no,no,acct_it,medium
5.5,8.3,5,244,1,no,no,no,management,medium
6,7.5,5,248,2,no,no,no,management,low
8,9.5,4,258,4,no,yes,no,product_rand,low
7.5,6.2,3,242,1,yes,no,no,management,low
9.1,6.9,4,229,3,no,no,no,management,medium
8.7,6.8,4,259,1,no,yes,no,acct_it,medium
4.7,5.4,1,137,2,no,yes,no,product_rand,medium
6.1,5.6,2,195,2,no,no,no,product_rand,medium
8,6.7,5,204,2,no,no,no,acct_it,low
4.5,4.8,3,149,2,no,yes,no,management,low
5.3,6.7,3,217,2,no,no,yes,support_hr,medium
3.8,6.1,3,100,1,no,no,no,management,low
7.8,7.8,1,267,2,yes,no,no,acct_it,medium
9.7,5.5,5,162,2,yes,no,no,technical,high
7.5,9.8,6,194,3,no,no,no,acct_it,low
4.3,5.7,1,134,2,no,yes,no,acct_it,low
7.8,9.5,2,250,2,no,no,no,product_rand,medium
5.3,8.9,5,141,2,no,no,no,product_rand,low
9.5,8.9,3,187,1,no,no,no,mktg_sales,low
8.7,5.2,5,170,1,no,no,no,acct_it,low
7.8,7.2,4,263,2,no,no,no,mktg_sales,medium
3.9,9.5,3,183,4,no,no,no,management,medium
6.4,9,4,141,2,no,no,no,product_rand,low
8.2,8.7,5,222,2,no,no,no,technical,medium
7.5,5,5,241,2,no,no,no,management,medium
6.4,7,5,226,1,no,no,no,acct_it,medium
8.8,7.4,3,152,3,no,no,no,product_rand,medium
8.9,6.6,5,272,2,yes,no,no,technical,medium
6.3,9.4,5,155,6,yes,no,no,support_hr,medium
4.2,5.4,3,134,3,no,no,no,management,low
8.4,8.2,6,281,1,yes,no,no,technical,low
7.8,4.1,4,192,3,no,no,no,product_rand,low
1.9,7.8,4,287,3,yes,yes,no,mktg_sales,medium
8.9,9.5,5,234,2,no,no,no,technical,low
8.1,8.7,5,223,4,no,no,no,product_rand,medium
7.9,6.1,5,222,2,no,no,no,product_rand,medium
8.8,9.7,5,153,2,no,no,no,mktg_sales,medium
7.4,6.3,2,249,2,yes,no,no,product_rand,high
8.2,6.8,2,165,2,no,no,no,mktg_sales,low
5.8,8.5,2,165,4,no,yes,no,management,low
8.6,8.7,3,276,2,no,no,no,product_rand,low
9,6.6,4,276,2,no,no,no,mktg_sales,medium
5.3,10,4,260,2,no,no,no,technical,low
1.9,8.1,7,306,3,no,yes,no,technical,medium
4.3,4.7,1,146,2,no,yes,no,acct_it,medium
2.7,9.4,4,191,4,no,no,no,acct_it,low
7.5,9,4,221,1,no,no,no,management,low
5.5,7.4,2,152,2,no,no,no,mktg_sales,medium
9.6,8.6,2,202,1,no,no,no,acct_it,low
5.9,7.4,3,167,2,no,no,no,product_rand,medium
8.5,7.8,4,253,1,yes,no,no,product_rand,low
3.9,6.5,1,178,2,no,no,no,product_rand,low
6.8,6,4,139,2,no,no,no,acct_it,medium
1.9,8.9,8,290,3,no,yes,no,technical,low
8.7,5.3,4,231,1,no,no,no,technical,low
4.4,4.9,2,137,2,no,yes,no,management,low
7.8,8.2,5,257,2,no,no,no,acct_it,low
8.8,4.8,4,263,2,no,no,no,technical,medium
5.1,7.5,5,164,1,no,no,no,product_rand,low
9.8,8.6,3,222,3,no,no,no,product_rand,low
4.3,6.9,1,150,2,no,no,no,management,medium
8.2,8,3,268,3,no,no,no,management,medium
6,9.7,5,168,1,no,no,no,support_hr,high
8.7,10,5,260,4,no,yes,no,acct_it,medium
5.5,7.8,3,206,2,yes,no,no,acct_it,medium
9.3,8.4,4,160,2,no,no,no,acct_it,low
5.6,8.3,5,245,3,no,yes,no,acct_it,medium
1.9,7.8,6,283,3,no,yes,no,mktg_sales,low
6.5,4.2,2,108,1,no,no,no,management,medium
7.7,5.8,4,177,3,no,no,no,product_rand,medium
7.2,7.5,5,205,2,no,no,no,technical,low
3,8.4,3,128,4,yes,no,no,acct_it,low
8,8,5,194,2,yes,no,no,acct_it,low
9,6.8,3,176,1,no,no,no,product_rand,low
7.7,4.4,5,170,2,yes,no,no,acct_it,medium
4.4,4.5,2,122,2,no,yes,no,acct_it,low
9.7,5.4,4,156,7,yes,no,no,product_rand,medium
1.9,8.6,7,286,3,no,yes,no,product_rand,medium
10,7.4,3,216,3,no,no,no,acct_it,low
5,5.1,1,134,2,no,yes,no,management,medium
6,4.3,1,164,2,no,no,no,product_rand,medium
1.9,7.9,7,279,3,no,yes,no,product_rand,low
2.9,8.5,7,282,6,no,no,no,product_rand,medium
7.7,6.9,3,232,1,no,no,no,management,medium
8.4,8.4,3,235,1,no,no,no,acct_it,low
6.9,8.5,3,216,1,no,no,no,management,low
1.9,8.4,6,278,3,yes,yes,no,acct_it,low
8.1,9.4,4,209,1,yes,no,no,product_rand,low
8.8,5.6,1,209,2,yes,no,no,product_rand,low
7.4,9.6,2,137,1,no,no,no,management,medium
6.3,9.4,4,157,6,yes,no,no,support_hr,medium
8.7,9.2,5,249,4,no,yes,no,mktg_sales,low
6.6,7.9,6,167,2,no,no,no,technical,low
5.7,9.2,3,148,1,yes,no,no,acct_it,medium
8.7,6.1,5,196,1,no,no,no,management,high
7.3,9.5,3,155,1,no,no,no,mktg_sales,medium
4.4,5.1,1,158,2,no,yes,no,product_rand,medium
9.5,8.2,4,192,2,no,no,no,product_rand,low
1.8,8.1,5,256,3,no,yes,no,management,low
9.1,7.6,2,255,6,no,no,no,mktg_sales,low
5.3,6.2,4,199,2,yes,no,no,mktg_sales,medium
8.8,5.2,3,242,2,no,no,no,management,low
4.9,4.7,2,132,2,no,yes,no,management,medium
6.5,5,4,228,2,no,no,no,technical,high
8.7,6.3,5,159,1,no,no,yes,management,medium
6.3,10,3,155,4,no,yes,no,product_rand,low
6,9.7,4,224,3,no,no,no,product_rand,medium
5.6,9.7,3,253,1,no,no,no,product_rand,medium
5.7,9.6,5,172,1,no,no,no,product_rand,medium
8.8,7.6,6,256,1,yes,no,no,management,low
9.3,5.1,5,219,2,no,no,no,management,low
7.4,7.4,2,167,2,yes,no,no,product_rand,medium
5.6,4.6,2,171,2,no,no,no,product_rand,low
5,5.5,1,131,2,no,yes,no,management,low
9.7,6.6,5,234,5,no,no,no,acct_it,low
5.8,4.5,4,181,2,no,no,no,acct_it,medium
6.9,6.2,3,244,2,no,no,no,product_rand,medium
3.6,5.7,4,134,1,no,no,yes,product_rand,medium
8.9,6.1,4,235,2,no,no,no,management,medium
5.8,5.7,3,250,2,yes,no,no,mktg_sales,low
3.8,7.7,3,146,2,no,yes,no,product_rand,medium
7.7,7.2,4,172,2,no,no,no,product_rand,low
5.7,7.7,3,129,3,no,no,no,acct_it,low
9.2,8.9,5,144,2,yes,no,no,acct_it,low
7.9,8.6,5,239,2,no,no,no,support_hr,high
5.7,6.1,5,187,3,yes,no,no,product_rand,medium
9.7,6.1,2,167,1,no,no,no,mktg_sales,low
9.3,10,3,214,1,no,no,no,management,low
9.6,7.6,3,153,2,yes,no,no,technical,low
5.3,5.1,5,282,2,no,no,no,support_hr,low
4.7,4,2,196,1,no,no,no,product_rand,low
7.9,6.1,6,145,2,no,no,no,management,low
5.7,3.8,4,137,3,no,no,no,management,medium
3.8,8.4,7,133,4,no,yes,no,acct_it,low
4.7,5.4,2,188,3,no,no,no,management,low
2.3,7,5,239,2,no,yes,no,product_rand,medium
6.8,6.7,4,165,2,no,no,no,product_rand,low
7.5,6.9,5,144,2,no,no,no,product_rand,medium
9.1,9.8,5,242,4,no,yes,no,technical,low
8.3,6.2,4,256,3,yes,no,no,acct_it,low
7.5,5.1,3,146,1,yes,no,no,product_rand,low
4.8,9.6,4,275,5,no,no,no,management,low
8.9,8.6,5,261,4,no,yes,no,management,low
9.2,5.5,2,221,3,yes,no,no,acct_it,low
8.4,9.7,5,246,2,yes,no,no,acct_it,low
6.9,5.3,5,200,2,yes,no,no,acct_it,medium
8.7,7.2,2,203,2,no,no,no,product_rand,low
7,7.7,3,152,2,no,no,no,mktg_sales,medium
9,10,5,245,4,no,yes,no,product_rand,low
7,9.2,4,156,1,no,no,no,management,medium
7.6,8.8,5,144,1,no,no,no,management,low
7.6,8.4,6,249,5,no,yes,no,product_rand,medium
1.9,8.4,6,287,3,no,yes,no,mktg_sales,low
2.7,7.8,5,161,5,no,no,no,acct_it,medium
1.9,9.4,7,259,3,no,yes,no,technical,medium
6.9,9.8,4,160,2,yes,no,no,product_rand,low
7.8,5.6,3,252,2,no,no,no,management,medium
4.4,5.4,1,130,2,no,yes,no,acct_it,low
6,5.5,5,252,2,no,no,no,mktg_sales,low
9.1,9.4,6,244,4,no,yes,no,acct_it,low
2.3,4.6,2,263,5,yes,no,no,management,low
2,9.6,7,281,4,no,yes,no,product_rand,low
8.3,5.1,4,244,1,no,no,no,management,medium
9.3,9.9,5,255,5,no,yes,no,product_rand,low
10,7.3,4,245,1,yes,no,yes,mktg_sales,low
6.7,7.7,2,172,1,yes,no,no,product_rand,low
7.3,7.4,3,222,2,no,no,no,technical,medium
4.8,5.3,1,136,2,yes,yes,no,product_rand,low
7.8,4.8,4,168,2,no,no,no,technical,high
3,8.9,7,283,4,yes,no,no,management,medium
6.3,6.9,2,160,2,no,no,no,acct_it,low
5.5,5.5,3,143,2,yes,no,no,management,low
4.2,4.8,3,151,2,no,yes,no,technical,high
6.9,9.5,3,177,1,no,no,no,mktg_sales,low
9,9.1,4,195,1,no,no,no,mktg_sales,medium
8.2,7.7,5,210,1,no,no,no,product_rand,low
6.3,8.1,5,204,1,no,no,no,management,low
1.8,7.9,7,274,3,no,yes,no,product_rand,low
4.6,5.3,3,156,2,no,yes,no,technical,low
3.3,7.1,6,184,1,no,no,no,product_rand,high
9.6,9.6,2,223,2,no,no,no,mktg_sales,low
4.4,4.9,2,133,2,no,yes,no,technical,low
8.1,7.2,5,195,2,no,no,no,technical,low
7.3,6,3,270,2,no,no,no,management,medium
8.6,6.5,3,267,1,no,no,no,management,medium
6.5,6,4,260,1,no,no,no,mktg_sales,medium
6,4.5,2,185,2,no,no,no,mktg_sales,medium
9,5.1,4,253,2,no,no,no,mktg_sales,medium
6,9.5,4,249,3,no,no,no,acct_it,medium
1.9,8.8,7,281,3,no,yes,no,product_rand,low
4.3,5.2,2,154,2,no,yes,no,acct_it,medium
9.8,6.3,2,133,2,no,no,no,management,medium
7.5,6.9,2,266,3,no,no,no,acct_it,low
8.7,9.1,4,231,4,no,yes,no,support_hr,medium
4.3,5.1,1,155,2,no,no,no,technical,high
4.7,5.7,2,133,2,no,yes,no,management,low
2,8.9,6,259,3,no,yes,no,acct_it,low
7.8,7.6,4,272,1,yes,no,no,acct_it,medium
7.2,8.5,4,242,2,no,no,no,technical,medium
9.3,7.6,3,263,1,no,no,no,management,medium
3.2,7,5,199,2,no,no,no,product_rand,low
6.2,3.8,5,207,4,no,no,no,product_rand,low
5.2,9,2,96,1,yes,no,no,product_rand,medium
4,8.2,5,251,5,no,no,no,mktg_sales,low
9.6,8.7,3,203,1,no,no,no,technical,high
9.2,7.4,4,151,1,no,no,no,technical,medium
8.8,5,4,263,1,yes,no,no,technical,medium
6.5,6.7,4,270,2,no,no,no,mktg_sales,medium
5.6,5.8,3,221,1,yes,no,no,acct_it,low
6.6,6.5,4,217,2,yes,no,no,product_rand,medium
8.1,5,4,148,2,yes,no,no,acct_it,medium
1.9,8,7,262,3,no,yes,no,acct_it,low
8.7,8.4,5,219,4,no,yes,no,technical,low
5.7,6.7,4,215,2,yes,no,no,acct_it,low
8.9,10,5,189,1,no,no,no,product_rand,low
6.9,7.2,5,157,2,yes,no,no,product_rand,low
7.4,8,4,192,2,no,no,no,mktg_sales,medium
9.4,5.3,4,197,2,yes,no,no,mktg_sales,low
3.6,8.6,4,248,3,no,no,no,product_rand,medium
